date;Energy;Beverages;Oils & Meals;Grains;Other Food;Timber;Other Raw Mat.;Fertilizers;Metals  & Minerals;Base Metals (ex. iron ore);Precious Metals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1960;2,13;25,44;23,17;23,58;16,44;16,24;29,00;12,86;12,90;14,07;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1960;2,13;25,14;22,48;23,43;16,49;16,24;29,05;12,86;12,93;14,11;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1960;2,13;24,64;22,18;23,75;17,15;16,24;29,43;12,86;12,72;13,86;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1960;2,13;24,86;22,41;23,49;17,64;16,24;29,48;12,86;12,93;14,12;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1960;2,13;24,84;22,05;23,85;17,32;16,24;30,33;12,86;12,73;13,87;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1960;2,13;24,74;21,69;23,43;16,86;16,24;29,98;12,86;12,75;13,90;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1960;2,13;24,85;21,75;23,28;17,37;16,24;28,64;12,86;12,81;13,96;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1960;2,13;24,82;22,09;23,80;17,28;16,24;27,76;12,86;12,65;13,77;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1960;2,13;24,72;22,19;24,14;17,58;16,24;27,93;12,86;12,50;13,59;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1960;2,13;24,79;21,46;23,24;16,18;16,24;27,44;12,86;12,32;13,37;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1960;2,13;24,51;21,39;22,38;15,33;16,24;26,70;12,86;12,47;13,55;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1960;2,13;23,81;22,21;22,76;16,25;16,24;26,58;12,86;12,41;13,48;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1961;2,08;22,89;23,49;23,57;15,71;16,59;25,17;12,90;12,21;13,29;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1961;2,08;22,94;25,31;23,59;15,60;16,59;25,02;12,90;12,29;13,39;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1961;2,08;22,49;26,19;23,97;16,96;16,59;25,49;12,90;12,33;13,44;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1961;2,08;22,13;27,61;23,50;16,82;16,59;25,77;12,90;12,39;13,51;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1961;2,08;22,62;26,99;24,04;16,31;16,59;25,89;12,90;12,57;13,74;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1961;2,08;22,68;25,48;23,77;16,86;16,59;25,39;12,90;12,48;13,62;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1961;2,08;22,55;25,17;24,38;16,08;16,59;25,41;12,90;12,38;13,50;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1961;2,08;22,60;24,55;24,18;15,84;16,59;25,45;12,90;12,40;13,52;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1961;2,08;22,42;23,52;24,04;16,19;16,59;25,50;12,90;12,37;13,48;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1961;2,08;22,33;23,18;25,21;15,66;16,59;25,22;12,90;12,34;13,45;3,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1961;2,08;22,54;23,58;26,05;15,91;16,59;24,44;12,90;12,34;13,45;3,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1961;2,08;23,16;23,75;25,63;15,58;16,59;24,63;12,90;12,35;13,47;3,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1962;2,04;22,35;23,29;25,18;15,55;17,59;23,77;12,60;12,36;13,48;3,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1962;2,04;22,77;23,00;25,36;15,82;17,59;24,06;12,60;12,34;13,45;3,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1962;2,04;22,02;22,93;25,86;16,11;17,59;23,81;12,60;12,24;13,33;3,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1962;2,04;22,20;22,99;26,34;15,75;17,59;23,66;12,60;12,23;13,32;3,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1962;2,04;22,02;22,74;27,82;15,97;17,59;23,63;12,60;12,21;13,30;3,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1962;2,04;21,94;22,51;27,59;16,20;17,59;23,29;12,60;12,19;13,26;3,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1962;2,04;21,89;22,26;27,55;16,22;17,59;23,29;12,60;12,17;13,24;3,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1962;2,04;21,96;22,00;27,25;16,30;17,59;22,98;12,60;12,15;13,22;3,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1962;2,04;21,97;22,41;27,11;16,63;17,59;22,97;12,60;12,15;13,22;3,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1962;2,04;21,69;21,79;27,09;16,14;17,59;23,33;12,60;12,17;13,24;3,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1962;2,04;21,71;22,54;27,75;16,94;17,59;23,53;12,60;12,18;13,26;3,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1962;2,04;22,07;22,71;26,92;16,91;17,59;23,78;12,60;12,18;13,25;3,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1963;2,01;22,19;23,24;27,27;18,03;17,68;23,32;12,66;12,17;13,24;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1963;2,01;22,30;23,47;27,58;18,78;17,68;23,17;12,66;12,18;13,25;3,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1963;2,01;22,24;23,25;27,53;19,58;17,76;22,86;12,66;12,19;13,27;3,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1963;2,01;22,58;22,94;27,56;21,53;17,76;22,84;12,66;12,22;13,30;3,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1963;2,01;22,99;23,09;27,31;25,14;18,00;22,69;12,66;12,24;13,33;3,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1963;2,01;22,48;23,35;27,25;24,93;17,92;22,58;12,66;12,25;13,35;3,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1963;2,01;22,12;23,48;27,58;24,04;17,51;22,43;12,66;12,24;13,33;3,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1963;2,01;22,04;23,12;27,36;22,03;17,09;22,12;12,66;12,26;13,35;3,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1963;2,01;22,43;23,25;27,73;22,05;16,84;22,05;12,66;12,27;13,37;3,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1963;2,01;22,81;24,22;27,54;26,20;16,50;22,20;12,66;12,43;13,56;3,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1963;2,01;22,75;24,12;27,12;26,89;16,41;22,18;12,66;12,46;13,60;3,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1963;2,01;22,83;24,40;27,18;25,66;16,67;21,85;12,66;12,56;13,72;3,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1964;1,94;23,79;24,61;27,57;26,04;16,50;22,70;15,64;12,51;13,79;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1964;1,94;23,48;24,01;26,98;24,80;16,50;22,95;15,64;12,74;14,07;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1964;1,94;24,60;23,87;27,18;22,98;16,24;23,25;15,64;13,22;14,67;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1964;1,94;24,20;23,32;27,64;24,26;15,81;23,25;15,64;13,91;15,51;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1964;1,94;24,38;23,03;27,95;23,57;15,45;23,27;15,64;13,84;15,42;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1964;1,94;24,58;23,17;27,66;21,42;15,45;23,22;15,64;13,80;15,38;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1964;1,94;24,70;23,04;28,21;20,56;15,36;22,96;15,64;14,13;15,78;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1964;1,94;24,82;23,20;27,97;19,52;15,36;22,91;15,64;14,82;16,64;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1964;1,94;24,70;24,51;28,13;18,54;15,27;23,21;15,64;15,72;17,74;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1964;1,94;24,59;25,37;27,45;18,43;15,27;23,44;15,64;16,75;19,01;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1964;1,94;24,77;25,40;27,34;18,14;15,45;23,28;15,64;16,98;19,30;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1964;1,94;24,18;26,65;27,56;16,94;15,81;23,18;15,64;16,41;18,60;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1965;1,94;23,53;26,85;27,42;16,33;15,81;21,87;16,50;14,95;16,80;3,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1965;1,94;23,21;28,23;27,12;16,71;16,67;22,27;16,50;15,89;17,96;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1965;1,94;21,70;28,07;27,14;16,93;16,92;22,00;16,50;16,20;18,34;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1965;1,94;21,30;28,15;26,96;17,16;17,34;22,20;16,50;16,77;19,04;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1965;1,94;20,64;27,41;27,05;17,40;17,34;22,18;16,50;17,58;19,23;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1965;1,94;21,08;27,52;26,78;16,97;17,34;21,84;16,50;16,52;18,73;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1965;1,94;21,30;27,23;26,41;17,13;17,34;21,54;16,50;15,60;17,60;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1965;1,94;22,69;25,33;26,41;16,92;17,34;21,36;16,50;15,99;18,07;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1965;1,94;23,04;25,47;26,82;17,36;17,51;21,27;16,50;16,61;18,84;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1965;1,94;23,36;25,51;26,26;17,80;17,51;21,14;16,50;17,00;19,31;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1965;1,94;23,53;25,99;26,42;16,74;17,51;21,35;16,50;17,30;19,68;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1965;1,94;24,51;25,55;27,43;16,51;17,51;21,51;16,50;17,56;20,01;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1966;1,88;24,31;26,36;27,47;17,59;17,51;23,60;15,06;18,29;21,03;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1966;1,88;23,72;26,38;27,47;17,38;17,76;23,62;15,06;19,27;22,24;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1966;1,88;23,70;25,60;27,54;18,62;17,76;23,79;15,06;19,27;22,23;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1966;1,88;24,31;25,63;28,33;18,92;17,59;23,33;15,06;19,38;22,37;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1966;1,88;24,03;25,75;28,02;18,61;17,76;23,51;15,06;18,10;20,79;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1966;1,88;22,98;27,08;29,07;17,77;17,76;23,18;15,06;18,25;20,97;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1966;1,88;23,44;28,37;30,45;17,01;17,76;23,05;15,06;17,58;20,15;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1966;1,88;23,35;28,77;31,32;17,36;17,76;23,00;15,06;15,66;17,78;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1966;1,88;22,26;27,13;31,23;17,20;17,76;22,51;15,06;15,33;17,38;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1966;1,88;22,34;25,67;31,13;17,05;17,76;23,05;15,06;16,07;18,29;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1966;1,88;22,19;25,25;31,28;16,95;17,76;23,05;15,06;16,21;18,47;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1966;1,88;22,68;25,89;30,58;17,02;17,76;22,83;15,06;15,77;17,92;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1967;1,87;22,89;25,41;30,25;18,51;17,76;21,01;13,15;15,89;18,17;3,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1967;1,87;23,37;24,97;30,64;18,31;17,92;20,94;13,15;15,77;18,03;3,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1967;1,87;23,03;24,53;31,60;18,53;18,16;20,98;13,15;15,15;17,26;3,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1967;1,87;23,15;24,32;31,48;19,21;18,16;21,00;13,15;14,61;16,60;3,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1967;1,87;23,52;24,16;31,75;19,32;18,33;20,90;13,15;14,83;16,87;3,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1967;1,87;23,88;24,81;32,08;19,60;18,33;21,05;13,15;14,72;16,74;3,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1967;1,87;23,46;24,49;32,76;18,58;18,33;20,91;12,98;14,62;16,61;3,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1967;1,87;23,31;24,21;32,03;18,33;18,33;20,70;12,98;14,86;16,90;4,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1967;1,87;23,67;24,05;32,22;18,99;18,73;20,72;12,98;14,92;16,98;4,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1967;1,87;23,40;23,87;32,16;19,34;19,13;20,81;12,98;15,32;17,47;4,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1967;1,87;24,09;24,24;31,33;19,21;19,13;20,74;12,98;16,94;19,46;4,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1967;1,87;23,72;23,18;31,08;18,71;19,13;20,90;12,98;16,26;18,63;4,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1968;1,85;23,72;23,02;31,21;18,18;19,13;20,47;10,59;16,72;19,20;4,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1968;1,85;23,47;23,05;31,72;19,17;19,13;20,14;10,59;18,30;21,16;4,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1968;1,85;23,47;23,04;31,72;18,99;19,13;20,39;10,59;18,21;21,04;4,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1968;1,85;23,55;22,80;30,27;19,21;19,13;20,27;10,59;15,94;18,24;4,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1968;1,85;23,47;22,86;29,58;19,85;19,13;20,34;10,59;15,13;17,25;5,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1968;1,85;23,41;22,14;29,10;18,96;18,33;20,63;10,59;15,61;17,84;5,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1968;1,85;23,46;21,68;29,37;18,90;18,33;20,24;10,42;15,20;17,34;4,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1968;1,85;23,64;20,65;28,64;18,40;18,33;20,28;10,42;15,22;17,36;4,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1968;1,85;24,98;20,59;28,30;19,12;18,33;20,33;10,42;15,49;17,69;4,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1968;1,85;25,59;20,51;27,73;19,48;18,33;20,16;10,42;15,33;17,50;4,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.1968;1,85;27,04;20,88;28,25;19,43;18,33;19,91;10,42;15,46;17,66;4,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.1968;1,85;27,47;21,31;28,25;20,01;18,33;19,78;10,42;15,90;18,20;4,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.1969;1,81;26,29;21,61;28,84;19,99;18,33;19,71;9,13;16,64;18,94;4,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.1969;1,81;26,11;21,59;28,68;20,36;18,33;20,06;9,13;16,93;19,29;4,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.1969;1,81;25,74;22,17;29,00;21,46;18,33;20,56;9,13;16,90;19,26;4,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.1969;1,81;25,19;21,71;29,16;22,09;18,33;20,76;9,13;17,48;19,97;4,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.1969;1,81;24,31;21,77;30,14;22,92;18,33;20,56;9,13;17,52;20,03;4,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.1969;1,81;25,34;21,73;30,57;23,15;18,33;20,75;9,13;18,00;20,61;4,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.1969;1,81;25,70;20,98;30,42;22,74;18,33;21,18;9,21;17,88;20,47;4,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.1969;1,81;26,01;21,23;29,30;22,87;18,33;21,29;9,21;18,69;21,46;4,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.1969;1,81;26,81;21,63;28,22;22,46;18,33;20,81;9,21;18,55;21,29;4,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.1969;1,81;28,63;23,02;28,19;22,01;18,33;20,73;9,21;18,64;21,40;4,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
