date;Energy;Beverages;Oils & Meals;Grains;Other Food;Timber;Other Raw Mat.;Fertilizers;Metals  & Minerals;Base Metals (ex. iron ore);Precious Metals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2009;96,18;94,82;94,77;98,70;97,64;97,01;78,85;87,97;84,70;88,57;91,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2009;95,86;96,80;96,46;99,47;97,26;94,14;83,38;90,82;90,29;94,54;91,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2010;99,92;96,83;95,48;98,04;102,77;93,29;87,46;92,95;96,58;98,99;90,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2010;96,68;93,16;92,84;93,71;100,19;91,80;88,04;96,69;91,11;91,97;87,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2010;100,24;90,71;91,98;90,98;94,87;92,41;90,90;95,00;99,42;100,27;90,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2010;104,68;94,58;92,00;88,62;94,12;94,87;99,05;92,46;108,15;105,80;93,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2010;95,61;94,85;90,81;87,63;92,32;96,97;96,37;88,18;96,02;92,62;97,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2010;95,57;98,99;88,64;81,96;96,22;97,97;96,40;85,40;89,09;86,91;98,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2010;95,31;103,16;92,65;89,04;99,68;101,85;90,85;92,29;89,20;89,80;95,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2010;96,14;103,29;100,59;98,13;98,59;105,34;92,65;98,26;97,59;97,11;97,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2010;96,06;102,85;103,34;109,28;102,19;105,14;98,90;107,42;100,64;101,62;103,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2010;101,57;103,27;109,80;116,43;105,66;105,96;109,10;112,35;108,27;109,78;110,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2010;105,56;106,77;117,00;119,25;105,20;107,67;120,84;118,16;109,43;109,99;115,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2010;112,67;111,57;124,87;126,92;108,19;106,73;129,44;120,83;114,52;115,15;119,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2011;117,04;116,40;130,60;131,58;112,16;108,41;142,03;120,67;120,81;120,33;116,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2011;121,81;124,63;132,23;140,63;115,06;111,31;159,29;115,48;125,82;125,24;119,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2011;133,09;124,81;125,07;134,78;111,64;111,93;153,94;111,73;121,37;122,59;127,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2011;141,94;124,74;123,37;142,91;111,29;114,18;156,84;110,52;124,29;124,60;137,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2011;133,14;122,49;123,03;142,40;106,33;118,59;134,09;108,36;118,49;117,82;134,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2011;131,17;118,79;121,28;141,76;109,27;122,53;126,39;146,02;116,98;116,94;134,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2011;133,73;119,15;121,87;138,69;113,46;123,21;118,99;153,45;120,99;121,54;139,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2011;125,22;117,82;121,89;144,88;112,67;125,14;117,13;155,85;114,77;113,16;153,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2011;125,51;114,83;117,58;142,43;113,42;123,51;116,36;160,61;109,08;106,19;151,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2011;124,17;106,69;109,47;134,92;110,70;122,24;108,53;160,82;98,39;97,29;139,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2011;129,40;103,59;110,18;134,97;106,90;114,01;97,91;158,79;95,84;96,52;144,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2011;128,02;97,76;109,95;128,36;106,36;112,39;95,32;149,11;95,08;95,44;135,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2012;130,63;98,71;113,56;129,40;106,96;111,33;99,60;138,56;100,50;101,51;136,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2012;136,24;97,00;117,05;130,96;110,97;111,06;104,34;139,33;104,01;105,81;146,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2012;141,24;92,19;122,58;132,79;113,22;109,77;102,85;136,91;103,54;104,56;140,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2012;136,12;91,30;129,17;129,66;109,32;110,41;101,71;154,34;100,95;100,89;137,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2012;126,28;92,52;125,24;131,71;104,37;111,08;97,51;161,10;96,63;97,32;130,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2012;111,53;88,69;122,19;132,52;105,54;108,01;88,76;152,75;91,63;91,47;130,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2012;118,55;94,19;135,09;153,58;108,77;107,15;87,04;118,64;91,19;91,99;129,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2012;127,65;93,71;137,67;153,69;106,07;106,84;83,61;140,41;87,65;90,89;133,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2012;128,53;95,46;136,65;151,20;105,53;108,71;86,57;140,68;93,59;99,49;145,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2012;125,88;91,95;125,13;151,43;105,59;108,02;88,38;134,99;94,00;97,69;145,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2012;124,08;88,86;119,64;151,86;103,98;107,94;85,48;138,42;92,42;94,72;143,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2012;124,17;87,02;120,17;147,25;103,96;108,99;88,29;136,62;97,42;99,59;140,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2013;128,41;86,17;118,45;144,80;103,63;106,49;91,78;131,82;100,29;99,61;138,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2013;131,22;83,89;118,88;142,85;103,24;102,80;91,10;136,41;101,34;100,25;135,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2013;126,22;83,54;115,27;143,02;105,47;100,41;89,48;129,71;94,55;94,23;131,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2013;123,13;84,59;111,97;136,09;104,50;100,81;87,48;117,32;90,73;89,93;121,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2013;123,21;84,76;109,62;140,02;104,99;99,93;89,60;123,66;88,32;89,08;114,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2013;122,94;80,65;112,79;138,72;104,66;101,87;87,78;114,45;85,41;86,97;108,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2013;128,12;81,51;111,35;132,26;102,32;99,74;85,46;110,33;85,67;85,31;103,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2013;130,93;82,53;109,27;120,84;102,07;101,78;85,83;107,23;89,64;88,63;109,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2013;131,60;82,60;115,20;111,46;101,34;103,29;86,31;102,14;88,15;87,26;109,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2013;128,29;83,06;115,30;111,86;101,59;104,71;85,21;98,31;89,07;88,65;107,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2013;125,38;81,51;116,91;109,17;98,97;104,28;85,37;99,75;87,82;86,51;103,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2013;129,48;84,78;117,06;107,94;97,96;104,82;85,50;101,25;88,71;87,70;98,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2014;126,38;85,80;113,50;106,36;97,49;105,22;84,18;105,67;88,08;88,13;100,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2014;130,57;94,55;113,12;111,31;99,19;106,04;83,48;105,61;86,16;86,85;105,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2014;127,93;103,23;119,28;115,63;105,01;106,29;85,91;102,60;82,98;84,45;107,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2014;128,41;106,13;116,44;114,18;105,20;106,86;83,61;94,91;85,48;87,09;103,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2014;128,96;105,07;114,26;113,77;107,59;107,55;81,75;96,03;84,85;88,54;103,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2014;131,48;103,14;110,51;107,35;108,51;107,79;80,75;99,50;84,36;89,19;102,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2014;126,93;104,28;104,67;101,12;111,15;108,72;78,51;100,48;88,18;93,37;105,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2014;121,20;106,86;100,81;98,77;112,28;106,57;73,92;101,44;88,03;93,74;103,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2014;116,62;104,85;95,60;92,49;113,44;103,69;71,38;102,79;85,07;91,72;98,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2014;106,20;106,82;94,84;92,62;112,01;102,33;70,31;103,53;82,62;88,90;96,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2014;96,38;101,43;97,55;96,97;109,88;99,32;69,54;103,35;82,86;90,37;92,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2014;78,55;99,02;95,62;98,43;106,18;98,08;69,39;101,78;78,83;86,25;94,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2015;63,10;97,14;92,54;95,38;104,81;95,90;69,85;101,36;73,85;80,15;98,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2015;70,87;94,72;90,10;93,80;100,23;96,64;72,32;101,70;72,37;79,19;96,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2015;68,42;89,36;87,82;92,62;98,33;94,64;71,61;100,88;71,78;79,21;92,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2015;71,86;91,20;85,46;90,70;100,07;94,56;71,78;95,16;72,14;80,57;93,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2015;77,58;93,82;85,42;87,35;97,37;96,95;74,03;95,41;74,64;82,38;94,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2015;76,08;96,75;86,00;86,33;95,04;96,97;73,25;100,19;70,31;76,68;92,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2015;68,78;97,00;86,80;88,85;94,99;97,06;70,48;99,81;65,75;72,68;87,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2015;59,25;94,43;80,86;81,64;92,45;97,26;68,19;98,44;62,65;68,26;87,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2015;59,66;92,32;79,39;80,51;89,65;96,53;65,90;99,61;63,40;69,06;87,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2015;59,65;93,31;81,38;82,96;89,15;96,47;65,53;95,47;62,22;68,21;90,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2015;54,83;93,90;78,30;82,03;89,77;95,40;64,12;96,56;57,83;63,81;84,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2015;47,37;93,46;78,27;82,61;89,68;94,45;64,62;96,25;56,31;62,95;83,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2016;40,01;86,05;77,99;82,77;90,16;92,15;63,41;90,32;55,21;61,37;84,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2016;40,78;84,82;79,84;82,61;90,14;92,24;62,94;80,30;57,68;63,63;92,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2016;47,20;88,42;81,71;82,90;93,96;92,12;64,41;82,00;61,19;66,46;95,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2016;51,01;89,81;86,97;84,31;94,19;93,21;68,85;81,36;62,00;66,70;96,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2016;56,75;90,92;92,40;85,90;98,50;94,45;68,57;81,09;59,98;65,14;98,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2016;59,77;93,75;96,66;88,83;104,31;93,57;68,66;72,54;60,26;65,98;99,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2016;56,63;95,43;92,04;82,48;104,80;88,56;71,92;76,65;63,49;69,13;105,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2016;57,43;94,59;91,85;77,70;103,69;89,00;71,27;72,69;63,78;68,90;105,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2016;58,23;95,14;90,34;75,43;104,46;89,01;71,55;73,05;62,83;68,22;104,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2016;64,32;95,07;88,37;75,53;103,16;84,58;72,58;72,97;64,13;69,62;98,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2016;60,03;94,16;88,91;75,06;104,71;84,05;75,25;74,51;71,53;76,50;96,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2016;68,47;87,36;92,19;74,70;101,90;82,84;80,20;75,03;73,54;77,88;90,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2017;69,28;88,61;93,11;77,89;103,74;82,24;85,09;76,79;74,54;79,06;93,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2017;69,33;85,58;90,80;78,11;105,30;83,42;87,47;76,75;77,94;81,80;97,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2017;65,21;84,31;87,75;77,40;105,68;82,68;83,21;76,45;77,34;81,35;96,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2017;66,99;82,80;86,00;78,80;103,54;84,69;80,49;73,74;74,04;80,06;99,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2017;64,23;82,41;87,21;83,42;105,48;85,77;78,48;68,51;72,24;79,08;96,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2017;60,21;82,03;85,31;86,60;104,14;85,37;72,27;70,26;71,71;79,22;97,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2017;62,19;83,40;86,76;85,43;103,80;86,02;72,44;68,92;75,39;82,12;95,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2017;65,29;83,62;85,93;78,49;100,94;86,41;72,03;70,75;81,56;88,39;99,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2017;68,82;82,56;87,64;79,61;99,98;87,97;72,23;74,08;82,68;90,50;101,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2017;70,85;82,63;87,79;79,08;98,29;87,01;69,58;78,09;83,39;92,95;99,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2017;76,63;81,78;87,22;80,33;99,80;87,12;69,64;82,68;83,46;92,62;99,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2017;78,11;77,58;85,32;81,40;98,18;88,02;72,07;74,10;84,11;92,15;97,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2018;85,04;78,19;87,01;86,09;99,53;90,37;74,44;75,45;88,57;96,99;102,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2018;80,54;79,20;90,91;86,86;101,04;91,90;73,61;77,70;88,61;96,86;102,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2018;80,89;82,33;92,74;89,11;100,07;92,22;75,76;78,28;84,47;92,90;101,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2018;85,91;84,32;94,13;93,65;100,89;92,42;76,12;78,59;86,45;96,06;102,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2018;91,75;85,45;92,24;94,41;104,91;89,01;76,62;77,40;86,79;96,43;100,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2018;90,81;81,04;86,49;90,48;105,06;88,01;75,83;78,03;86,98;96,83;98,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2018;91,69;79,67;83,15;86,67;101,94;87,12;74,22;82,64;79,77;88,03;95,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2018;90,38;75,32;81,61;90,40;96,51;85,74;74,31;84,57;78,12;85,58;92,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.2018;95,63;73,74;79,27;85,80;93,82;86,45;72,84;86,70;77,44;84,54;91,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2018;96,87;77,45;79,29;87,37;94,79;86,09;71,56;88,15;79,35;86,10;92,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2018;81,91;77,55;76,64;85,85;94,61;85,41;70,63;93,12;77,50;83,84;92,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.2018;72,64;74,80;76,60;88,39;96,44;84,53;71,40;89,43;76,07;82,73;94,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.2019;73,80;75,25;78,44;88,45;96,84;86,18;71,74;86,82;75,77;81,25;98,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.2019;77,39;74,28;78,51;89,97;96,92;86,51;72,08;84,84;80,12;84,68;100,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.2019;79,95;72,58;75,99;87,63;98,32;87,22;73,27;84,28;81,10;86,17;98,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2019;84,19;74,75;75,52;86,71;99,03;86,44;73,62;84,71;81,60;85,64;97,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.2019;81,78;74,69;73,61;88,88;96,45;85,79;72,44;84,42;78,65;80,97;97,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2019;73,06;76,81;75,75;95,57;97,46;85,33;73,58;83,78;78,53;79,42;102,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2019;74,85;78,05;75,37;92,96;96,45;84,29;69,35;82,71;81,03;80,71;106,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.2019;70,37;73,64;76,31;86,12;94,43;83,04;65,94;81,75;76,05;78,89;113,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
